1.343202597499999911e+02,-9.463047219999999982e+00
1.066206324099999989e+02,-5.745808834999999704e+01
1.753554000000000030e+02,-2.665449999999999875e+01
1.754501999999999953e+02,-6.671199999999999797e+00
1.810305999999999926e+02,3.359799999999999898e+00
1.847462999999999909e+02,-4.587219999999999942e+01
1.870995000000000061e+02,-1.690340000000000131e+01
1.891148000000000025e+02,1.073259999999999970e+01
1.924528999999999996e+02,1.221600000000000019e+00
1.930843999999999880e+02,-5.656069999999999709e+01
2.792980000000000018e+01,-1.630529999999999902e+01
1.971698000000000093e+02,-4.163409999999999656e+01
2.054211999999999989e+02,-4.022300000000000431e+00
2.066975999999999942e+02,-2.085050000000000026e+01
2.085018000000000029e+02,-4.652629999999999910e+01
2.125345000000000084e+02,-4.625699999999999790e+01
2.168637999999999977e+02,-1.839959999999999951e+01
2.175473000000000070e+02,-6.286390000000000100e+01
2.172798999999999978e+02,-4.674790000000000134e+01
2.192341000000000122e+02,-2.405239999999999867e+01
2.201673000000000116e+02,-6.543189999999999884e+01
2.203332000000000050e+02,3.438299999999999912e+00
2.237904000000000053e+02,-9.089800000000000324e+00
2.270690999999999917e+02,-5.995300000000000296e+01
2.270604999999999905e+02,-7.900699999999999612e+00
2.275988000000000113e+02,-1.636380000000000123e+01
2.323457999999999970e+02,-4.994709999999999894e+01
2.383589000000000055e+02,-6.136760000000000304e+01
2.419355999999999938e+02,-2.996869999999999834e+01
2.469079000000000121e+02,-8.347669999999999391e+01
2.434779000000000053e+02,-5.752429999999999666e+01
2.462376999999999896e+02,-5.143289999999999651e+01
2.468366000000000042e+02,-2.210900000000000176e+01
2.476419999999999959e+02,4.232599999999999696e+00
2.599886999999999944e+02,-8.723810000000000286e+01
2.499175999999999931e+02,-9.547399999999999665e+00
2.746741999999999848e+02,-6.193260000000000076e+01
2.780638999999999896e+02,6.955599999999999561e+00
2.790373000000000161e+02,-1.088589999999999947e+01
2.807980999999999767e+02,-4.590449999999999875e+01
4.221959999999999980e+01,-1.516799999999999926e+00
2.852590000000000146e+02,-6.618189999999999884e+01
2.863315999999999804e+02,-6.168739999999999668e+01
4.266599999999999682e+01,-4.407079999999999842e+01
2.907210000000000036e+02,-3.291029999999999944e+01
2.997398999999999774e+02,-4.608129999999999882e+01
3.028860999999999990e+02,-6.462359999999999616e+01
3.058604000000000269e+02,-2.134619999999999962e+01
3.080817000000000121e+02,6.522100000000000009e+00
3.105964000000000169e+02,-5.266109999999999758e+01
3.102035000000000196e+02,-1.877919999999999945e+01
3.106139999999999759e+02,-3.332659999999999911e+01
3.106566000000000258e+02,-1.309229999999999983e+01
3.111607000000000198e+02,-1.048850000000000016e+01
3.144492999999999938e+02,-4.409920000000000329e+01
3.145094000000000278e+02,-4.818229999999999791e+01
3.147722999999999729e+02,-2.536289999999999978e+01
3.156780999999999722e+02,-6.187519999999999953e+01
3.269397999999999911e+02,-5.565460000000000207e+01
3.269173999999999864e+02,-1.957039999999999935e+01
3.288145000000000095e+02,-6.901210000000000377e+01
1.730099999999999971e+00,-3.626599999999999824e+00
3.331612000000000080e+02,-6.472699999999999676e+00
5.036299999999999955e+01,-6.149289999999999878e+01
3.344646999999999935e+02,-7.583599999999999675e+00
3.425298000000000229e+02,-6.605459999999999354e+01
3.471755999999999744e+02,-1.874180000000000135e+01
3.496958000000000197e+02,1.864669999999999916e+01
3.582799999999999727e+02,2.323100000000000165e+00
3.599698000000000206e+02,-6.437640000000000384e+01
2.316999999999999893e-01,-1.182649999999999935e+01
5.507909999999999684e+01,-3.209600000000000009e+00
6.370770000000000266e+01,-5.397999999999999687e+00
7.034350000000000591e+01,-5.260990000000000322e+01
1.404567916999999966e+02,-6.028716670000000022e+01
7.303350000000000364e+01,-2.704949999999999832e+01
8.629760000000000275e+01,-2.699249999999999972e+01
8.998510000000000275e+01,-3.706230000000000047e+01
9.012489999999999668e+01,-5.616570000000000107e+01
9.056759999999999877e+01,-4.401859999999999928e+01
1.189799999999999969e+01,-3.693719999999999715e+01
1.046522999999999968e+02,-4.348000000000000198e-01
1.089842000000000013e+02,-1.304250000000000043e+01
1.130263000000000062e+02,-8.879099999999999326e+00
1.147305999999999955e+02,-5.106340000000000146e+01
1.152064000000000021e+02,-2.634929999999999950e+01
1.229671000000000021e+02,4.269000000000000128e+00
1.243997999999999990e+02,-3.976199999999999957e+00
1.270656000000000034e+02,-1.458109999999999928e+01
1.325920999999999879e+02,-5.522400000000000198e+00
1.323953999999999951e+02,-5.248949999999999960e+01
1.328856000000000108e+02,-6.137709999999999866e+01
1.348256000000000085e+02,-3.530579999999999785e+01
1.369952000000000112e+02,-5.047120000000000317e+01
1.384438000000000102e+02,-4.231369999999999720e+01
1.519017000000000053e+02,-6.438299999999999912e+00
1.523086000000000126e+02,-7.035859999999999559e+01
1.535209000000000117e+02,3.154399999999999871e+00
1.563531999999999869e+02,-4.519140000000000157e+01
1.575434999999999945e+02,-7.156350000000000477e+01
1.581828999999999894e+02,-1.919810000000000016e+01
1.602364000000000033e+02,-1.313870000000000005e+01
1.616762999999999977e+02,-1.676600000000000090e+00
1.633710000000000093e+02,-4.441539999999999822e+01
3.500100000000000211e+00,-1.131049999999999933e+01
1.677401999999999873e+02,-6.540980000000000416e+01
1.687060999999999922e+02,-2.366159999999999997e+01
1.695020000000000095e+02,-3.659649999999999892e+01
1.006454797214999957e+02,-5.644510511419999688e+01
1.274075807426000040e+02,-5.427584532520000238e+01
